instance,V1_init,V2_init,V3_init,T1_init,T2_init,T3_init,xA1_init,xA2_init,xA3_init,xB1_init,xB2_init,xB3_init,F1_init,F2_init,F3_init,Ff1_init,Ff2_init,FR_init,Q1_init,Q2_init,Q3_init,V1_sp,V2_sp,V3_sp,T1_sp,T2_sp,T3_sp,xA1_sp,xA2_sp,xA3_sp,xB1_sp,xB2_sp,xB3_sp,F1_sp,F2_sp,F3_sp,Ff1_sp,Ff2_sp,FR_sp,Q1_sp,Q2_sp,Q3_sp
31,2.1,0.53,1.1,416.1165548,416.7148769,422.5502127,0.548279695,0.54457293,0.353664591,0.436590307,0.43969659,0.620331829,20.10917476,23.35704105,11.7032921,8.683930687,3.247866297,11.42524407,707217.9497,564033.5401,572444.3938,1.2,2.1,0.58,428.0885063,419.847811,424.7094015,0.467538225,0.432564302,0.238588109,0.50864051,0.538059205,0.714108741,17.7792425,26.28096349,12.84042417,4.602243166,8.50172099,13.17699933,727486.3211,574055.6524,536622.5976
32,1.2,2.1,0.58,428.0885063,419.847811,424.7094015,0.467538225,0.432564302,0.238588109,0.50864051,0.538059205,0.714108741,17.7792425,26.28096349,12.84042417,4.602243166,8.50172099,13.17699933,727486.3211,574055.6524,536622.5976,0.73,1.4,1.1,402.4283788,401.3754205,406.175995,0.828861371,0.748625337,0.61103875,0.16975173,0.248494208,0.383951384,19.8641081,26.45302388,13.29822027,6.967241812,6.58891578,12.89686629,734693.021,528490.8479,533356.7335
33,0.73,1.4,1.1,402.4283788,401.3754205,406.175995,0.828861371,0.748625337,0.61103875,0.16975173,0.248494208,0.383951384,19.8641081,26.45302388,13.29822027,6.967241812,6.58891578,12.89686629,734693.021,528490.8479,533356.7335,1.7,1.5,0.64,420.256393,412.6023175,418.217625,0.52536007,0.530192577,0.352501979,0.457248036,0.451875504,0.619170607,18.05710765,26.13453297,14.01434505,6.17457048,8.077425315,11.88253717,731214.8263,583752.2017,616364.7658
37,1.3,1.5,1.0,419.5638587,423.9943622,428.1771824,0.555477165,0.447083743,0.217257843,0.430498548,0.530575477,0.74192198,26.29936416,29.50865655,11.19730947,8.347063094,3.209292393,17.95230106,719226.1434,533126.3835,518403.4923,2.1,1.7,2.5,415.7326293,420.5526915,426.8071994,0.501210916,0.394843573,0.222890065,0.478602117,0.574354636,0.730645311,19.25974992,22.68597635,12.24474018,9.023243876,3.426226429,10.23650605,702339.8328,523649.6348,595928.275
39,1.2,0.92,0.94,406.4743807,411.7860932,419.5665155,0.703921864,0.610093814,0.4848559,0.290882555,0.381188871,0.502617791,14.34318257,17.41151942,11.02904847,8.085858104,3.068336856,6.257324463,723677.8161,558305.3107,568969.6699,1.1,0.57,1.9,424.2855397,416.457323,424.3596461,0.533368667,0.573408427,0.431544827,0.448452359,0.410284299,0.544528893,11.57210962,16.74604036,10.2091864,5.16342927,5.173930739,6.408680354,692090.1312,561768.5979,555800.3672
45,0.98,0.53,0.81,414.7278015,411.2110378,417.3718313,0.701196729,0.691586257,0.521129262,0.293614418,0.302775765,0.468815032,17.41759007,22.14879638,10.53213286,6.028704271,4.731206306,11.3888858,690167.2223,499213.4983,573107.4342,0.97,1.0,1.5,390.6625183,386.6392505,391.5713546,0.867007685,0.853658945,0.801940768,0.13222389,0.145430394,0.196755446,15.925235,24.69165304,16.24231322,7.641568516,8.766418032,8.283666488,689751.4103,492523.2407,511483.5748
46,0.97,1.0,1.5,390.6625183,386.6392505,391.5713546,0.867007685,0.853658945,0.801940768,0.13222389,0.145430394,0.196755446,15.925235,24.69165304,16.24231322,7.641568516,8.766418032,8.283666488,689751.4103,492523.2407,511483.5748,2.1,1.6,0.71,440.2323135,432.6630915,437.7473064,0.258669783,0.286587161,0.111870112,0.663641989,0.635823921,0.762545725,22.16406467,28.9211988,11.62127695,5.20335698,6.757134124,16.96070769,705797.3174,577754.2377,617577.8497
47,2.1,1.6,0.71,440.2323135,432.6630915,437.7473064,0.258669783,0.286587161,0.111870112,0.663641989,0.635823921,0.762545725,22.16406467,28.9211988,11.62127695,5.20335698,6.757134124,16.96070769,705797.3174,577754.2377,617577.8497,1.0,0.65,1.5,423.6628067,425.2449872,429.9282063,0.60814587,0.556013645,0.305558693,0.382061174,0.431326282,0.669011995,24.23330197,27.24103294,9.561223302,6.900155266,3.007730971,17.3331467,693723.0045,540575.6652,535817.9314
50,1.2,1.1,0.52,393.4982207,389.8751453,394.2150586,0.855683249,0.839385481,0.752319856,0.143423638,0.159524453,0.245834321,22.55220094,31.72233828,16.88280745,8.003641297,9.170137346,14.54855964,714321.7552,531212.7897,578223.2345,1.8,1.3,2.3,410.7501044,410.3693902,417.0008393,0.579341074,0.532763441,0.402028317,0.407954691,0.451491005,0.575987564,14.4045677,19.35207474,12.54999029,7.735857457,4.947507036,6.668710246,710809.159,519270.09,539023.4089
52,1.8,0.99,1.2,454.7086157,441.4457974,448.3124211,0.172291945,0.2500438,0.102700739,0.675195571,0.617677682,0.703683977,13.84825572,19.27217466,9.41550738,4.184856435,5.423918931,9.66339929,733326.0006,518396.5279,555844.6938,1.5,0.67,1.7,414.4457773,405.1771171,409.9886707,0.639287331,0.686950262,0.520446894,0.352432836,0.3060026,0.467228572,19.03838894,27.18452111,13.28474655,5.411158977,8.146132169,13.62722996,688991.2324,553716.6544,549348.2574
53,1.5,0.67,1.7,414.4457773,405.1771171,409.9886707,0.639287331,0.686950262,0.520446894,0.352432836,0.3060026,0.467228572,19.03838894,27.18452111,13.28474655,5.411158977,8.146132169,13.62722996,688991.2324,553716.6544,549348.2574,2.1,1.1,1.0,392.0128985,388.7248038,393.9942195,0.765573257,0.781519802,0.724889753,0.231637221,0.215918589,0.271735928,16.95085347,25.68107531,18.58556533,9.994471132,8.730221845,6.956382333,731525.7076,574500.3137,568361.8705
54,2.1,1.1,1.0,392.0128985,388.7248038,393.9942195,0.765573257,0.781519802,0.724889753,0.231637221,0.215918589,0.271735928,16.95085347,25.68107531,18.58556533,9.994471132,8.730221845,6.956382333,731525.7076,574500.3137,568361.8705,2.1,1.1,2.3,410.8345601,403.5753139,409.2310704,0.587579563,0.627741789,0.490658514,0.400533496,0.361749958,0.493532734,17.22332668,25.32314178,15.10185651,7.202458769,8.099815103,10.02086791,693336.044,586962.9955,601561.6457
55,2.1,1.1,2.3,410.8345601,403.5753139,409.2310704,0.587579563,0.627741789,0.490658514,0.400533496,0.361749958,0.493532734,17.22332668,25.32314178,15.10185651,7.202458769,8.099815103,10.02086791,693336.044,586962.9955,601561.6457,1.7,0.92,2.2,420.6894674,406.3013372,411.5197716,0.5159199,0.617841726,0.473015611,0.464574162,0.367840553,0.505156293,14.85540461,24.34851229,14.21142776,4.917086441,9.493107686,9.938318168,699636.0114,618914.4997,533665.5331
56,1.7,0.92,2.2,420.6894674,406.3013372,411.5197716,0.5159199,0.617841726,0.473015611,0.464574162,0.367840553,0.505156293,14.85540461,24.34851229,14.21142776,4.917086441,9.493107686,9.938318168,699636.0114,618914.4997,533665.5331,0.61,2.1,1.3,399.0431769,404.8576883,408.9923482,0.846840076,0.693322001,0.522927101,0.151860548,0.302009371,0.468723133,24.54070491,29.00337316,13.7459311,9.582428379,4.46266825,14.95827653,734555.0388,576962.0471,503659.964
58,1.9,2.3,1.8,435.8207864,433.1066299,440.5433564,0.267133328,0.220306371,0.105802943,0.649471091,0.675880278,0.755162638,12.99670658,18.25662416,10.92128042,5.805193114,5.259917578,7.191513466,727347.7805,539910.944,570281.0314,1.1,2.2,1.7,427.8197023,417.5449804,422.8358115,0.487812138,0.45514169,0.2609531,0.491061451,0.518922737,0.697171178,17.28199534,26.42658832,13.0645189,4.181927278,9.14459298,13.10006806,733112.9213,507789.8663,587236.571
59,1.1,2.2,1.7,427.8197023,417.5449804,422.8358115,0.487812138,0.45514169,0.2609531,0.491061451,0.518922737,0.697171178,17.28199534,26.42658832,13.0645189,4.181927278,9.14459298,13.10006806,733112.9213,507789.8663,587236.571,2.5,0.95,1.0,415.1000806,410.987641,416.4598206,0.508319638,0.529460664,0.357967998,0.472357419,0.4518673,0.613052772,18.80781907,24.35891472,13.43587964,8.098961156,5.551095644,10.70885792,702624.8041,496344.1777,559841.5094
60,2.5,0.95,1.0,415.1000806,410.987641,416.4598206,0.508319638,0.529460664,0.357967998,0.472357419,0.4518673,0.613052772,18.80781907,24.35891472,13.43587964,8.098961156,5.551095644,10.70885792,702624.8041,496344.1777,559841.5094,1.4,1.3,0.9,418.7226321,419.0892063,423.8648828,0.578685599,0.511951373,0.297908513,0.409252392,0.471417304,0.673073279,22.11010061,27.05310854,12.06224224,7.413172877,4.943007921,14.69692774,723620.0538,592829.5184,542627.0531
61,1.4,1.3,0.9,418.7226321,419.0892063,423.8648828,0.578685599,0.511951373,0.297908513,0.409252392,0.471417304,0.673073279,22.11010061,27.05310854,12.06224224,7.413172877,4.943007921,14.69692774,723620.0538,592829.5184,542627.0531,2.0,1.2,2.1,430.0067524,411.1187437,416.3872726,0.371819159,0.513239871,0.359106481,0.582254076,0.454715124,0.593949607,13.67040634,23.23853531,13.93545471,4.549739079,9.568128977,9.120667256,724508.0761,527129.7462,514217.237
62,2.0,1.2,2.1,430.0067524,411.1187437,416.3872726,0.371819159,0.513239871,0.359106481,0.582254076,0.454715124,0.593949607,13.67040634,23.23853531,13.93545471,4.549739079,9.568128977,9.120667256,724508.0761,527129.7462,514217.237,1.5,0.77,1.6,397.1134565,391.8874052,397.4956456,0.772605434,0.791642659,0.719559915,0.224744222,0.205970029,0.277024395,16.00465138,23.77900639,15.55959841,7.946408261,7.774355009,8.058243121,735932.0877,496330.8243,560105.1201
63,1.5,0.77,1.6,397.1134565,391.8874052,397.4956456,0.772605434,0.791642659,0.719559915,0.224744222,0.205970029,0.277024395,16.00465138,23.77900639,15.55959841,7.946408261,7.774355009,8.058243121,735932.0877,496330.8243,560105.1201,0.91,2.0,1.2,439.1374745,435.6834914,441.0367082,0.352762635,0.283357845,0.112817506,0.599227302,0.650462011,0.780963677,18.82421737,24.98069337,10.32224139,4.453186013,6.156476003,14.37103136,708015.8531,603511.5168,561655.622
67,2.5,0.96,0.87,438.3823194,422.0920322,427.1782081,0.285161103,0.417382525,0.217692131,0.642540583,0.526962496,0.692092867,19.10428643,27.88932704,13.17572471,4.679186116,8.785040603,14.42510032,725744.9063,549781.2883,595768.1148,2.2,2.4,2.1,420.7019177,428.2804555,433.8251775,0.416058524,0.278954316,0.124654388,0.54941746,0.663532073,0.78903134,21.94887447,25.15571234,12.36972798,9.413595685,3.20683787,12.53527879,723508.6597,605003.4144,585815.8943
69,1.7,1.3,2.1,451.2086289,423.448748,430.2153521,0.219466063,0.406382131,0.246628293,0.662204926,0.517708733,0.644568119,11.73218468,21.45297258,12.70109094,3.151908561,9.7207879,8.58027612,738624.654,613535.1886,609741.743,1.9,0.85,1.7,417.376833,417.1466766,423.2220448,0.546926865,0.525471297,0.337062373,0.437842678,0.457521041,0.635296944,19.68293399,23.93616127,12.21868042,8.195207671,4.253227278,11.48772632,720477.8976,588379.1272,610762.8312
70,1.9,0.85,1.7,417.376833,417.1466766,423.2220448,0.546926865,0.525471297,0.337062373,0.437842678,0.457521041,0.635296944,19.68293399,23.93616127,12.21868042,8.195207671,4.253227278,11.48772632,720477.8976,588379.1272,610762.8312,1.8,0.88,2.4,402.3020648,397.739918,402.9181605,0.715584521,0.733306816,0.622225183,0.27992253,0.262486306,0.371282921,18.5423873,26.31767658,15.50340226,7.940157579,7.775289274,10.60222972,706828.6115,609075.7142,572366.0748
72,0.61,1.4,1.1,404.8873762,407.4646222,415.2367438,0.803011979,0.66428894,0.553176442,0.194869639,0.32964665,0.438114897,13.37150214,18.59264078,11.90505392,6.815044434,5.22113864,6.556457701,732223.8346,584893.6229,606917.9282,1.3,1.5,1.6,403.122072,397.4210985,403.2147872,0.716006457,0.698822216,0.615076764,0.279398226,0.296003244,0.377922322,13.39285972,21.92679082,15.23932629,6.836521936,8.533931107,6.556337782,735144.5164,573922.1268,533555.1709
73,1.3,1.5,1.6,403.122072,397.4210985,403.2147872,0.716006457,0.698822216,0.615076764,0.279398226,0.296003244,0.377922322,13.39285972,21.92679082,15.23932629,6.836521936,8.533931107,6.556337782,735144.5164,573922.1268,533555.1709,1.3,1.1,0.99,413.0593015,403.3218798,408.7803436,0.646267635,0.673749569,0.538001039,0.345769632,0.318992708,0.450654923,15.43775293,24.31082823,13.89905863,5.230135683,8.873075297,10.20761725,682019.8081,592625.391,557339.2962
74,1.3,1.1,0.99,413.0593015,403.3218798,408.7803436,0.646267635,0.673749569,0.538001039,0.345769632,0.318992708,0.450654923,15.43775293,24.31082823,13.89905863,5.230135683,8.873075297,10.20761725,682019.8081,592625.391,557339.2962,1.9,0.51,2.2,397.1867606,391.5458239,397.5630034,0.731022027,0.784831125,0.721984191,0.264981656,0.212101748,0.273845488,15.50689799,23.34498666,16.25749463,8.558376403,7.838088664,6.948521591,731049.1761,556204.4971,589977.5615
76,1.5,1.2,0.51,439.5826029,426.2252731,431.5593316,0.319857869,0.387269896,0.20262092,0.621788198,0.561399813,0.71736296,14.86334134,22.13254796,11.07533921,4.022940606,7.269206623,10.84040073,687615.3469,585170.0013,495836.891,1.8,0.93,1.9,419.7600902,412.3060424,416.7470484,0.560253977,0.590506602,0.378508078,0.426150413,0.396679891,0.598234847,23.18589643,31.08581808,13.64154805,6.083670905,7.899921654,17.10222552,711258.7054,599135.6144,579810.5737
78,1.0,0.54,1.2,408.2891766,403.5173982,408.2147764,0.774092906,0.777118404,0.636348851,0.223307475,0.220238627,0.358738693,20.03118657,26.62508173,12.30351868,5.990438483,6.593895157,14.04074809,715814.4577,589208.2431,525285.908,2.5,0.83,1.8,425.3223993,408.8479265,414.6112296,0.369714813,0.533318842,0.404014491,0.58283424,0.434593665,0.551513043,13.1370541,21.61042375,14.1545572,5.827381012,8.473369646,7.309673087,724717.3253,545595.4774,523112.7897
79,2.5,0.83,1.8,425.3223993,408.8479265,414.6112296,0.369714813,0.533318842,0.404014491,0.58283424,0.434593665,0.551513043,13.1370541,21.61042375,14.1545572,5.827381012,8.473369646,7.309673087,724717.3253,545595.4774,523112.7897,1.1,1.2,1.2,395.904043,397.8651519,401.8759736,0.852907532,0.794095781,0.653506694,0.146164745,0.204205609,0.343210765,27.58202349,32.27811247,14.20075511,9.859124129,4.696088973,17.72289936,680104.5211,552646.5717,543739.3083
81,1.6,2.4,2.0,413.2695011,416.5405079,421.3569235,0.583871238,0.458997558,0.253774771,0.404254171,0.51992164,0.710896399,24.44391223,29.69695664,13.7208512,8.781063762,5.253044409,15.66284847,689732.5872,550830.7807,600744.9562,0.87,1.8,1.6,417.5962789,403.9595959,409.5843933,0.626091873,0.616692556,0.496461688,0.364492851,0.373179227,0.489131929,11.35229907,20.95777134,13.47865223,4.019829353,9.605472268,7.332469716,710901.3013,504792.8731,495108.7523
82,0.87,1.8,1.6,417.5962789,403.9595959,409.5843933,0.626091873,0.616692556,0.496461688,0.364492851,0.373179227,0.489131929,11.35229907,20.95777134,13.47865223,4.019829353,9.605472268,7.332469716,710901.3013,504792.8731,495108.7523,1.7,2.1,0.55,425.2047105,416.2879422,421.5409578,0.440897411,0.43933332,0.259271417,0.531022362,0.530541012,0.694233098,17.19876357,25.87884503,13.75826894,5.315845841,8.680081458,11.88291773,690219.2066,563644.7714,570956.4394
84,1.5,0.53,0.54,440.5074239,432.7758534,439.6966834,0.328365466,0.391144995,0.208435957,0.612688919,0.556234518,0.710179202,14.25754316,18.85905542,9.616159014,5.195880022,4.601512255,9.061663141,715654.072,612069.4379,548185.3916,1.8,1.8,2.4,429.9236818,424.4856725,429.6380954,0.375226056,0.360113387,0.183973154,0.583583842,0.593684683,0.745126959,17.75077631,24.43364934,12.37788892,5.931403354,6.682873027,11.81937296,735596.1783,591392.7757,528729.4171
