x1,x2,x3,x4,x5,x6,x7,x8
-141.8778208120854,-469.88647704217294,-9707.38791075864,-2244.686585703822,-69.19377118825257,-3520.1307376748387,-1205.3331747405198,-5.141078104369863
-217.8939084704453,-279.08034989167993,-5006.471708640924,-691.4591101750653,-103.5023453589878,-1194.4137613501266,-927.0936550366926,-68.87914148009095
-237.1977414674753,-176.4149550396826,-20947.584030254257,-7155.8426759514105,-11.403820544788227,-10994.218087633522,-3543.5156326738384,-90.90576697702136
-130.87583740090628,-390.79235390851153,-3614.6379730557023,-401.8434032311744,-114.44903635300507,-1523.0555943689787,-1073.471166617472,-130.20105545646592
-82.60266989276406,-378.7544165838737,-7983.6762014034575,-1594.749980069613,-72.28920585375448,-2431.364923129437,-831.6085425603575,-10.985688164188302
-83.36624436781045,-311.3527296603117,-4308.454348936331,-829.8911451791469,-107.52614267144335,-1274.061653442461,-499.98451997522056,-60.2040938404544
-71.35968793134477,-95.0145501991384,-14474.607972570893,-3756.426684251552,-111.87756918828332,-6698.952098859453,-2523.635518061746,-49.88058826624838
-1390.094759566701,-1765.7327829428307,-6545.44187989868,-1559.5339721107587,-1115.1569369766626,-203.65815897309272,-363.7570915517112,-1219.959540137478
-192.51504020913092,-866.587482743831,-16422.445254883238,-4368.203787088699,-5.1432348014203235,-5666.5365107896505,-955.4001257120932,-68.76352925213354
-7.290965978073278,-399.2299271344885,-13256.688436378914,-3168.223839479257,-102.50127586733403,-5217.885471551447,-1485.304602137925,-67.70064254899978
-1525.807384134796,-2391.5597165126287,-9661.892281975453,-2139.74462817699,-1111.536589373444,-570.8684502310375,-110.46664617988431,-1270.2845810499798
-55.53512746502634,-313.38701837783367,-8445.67377674416,-2270.732110968932,-18.53012804016601,-3884.0072645034643,-1310.1559766457046,-61.67469717404322
-195.68834733957652,-793.3000927569217,-10433.321365526115,-2188.553062256094,-69.69281361808719,-2670.096908247401,-298.72023506880663,-65.86287251325228
-226.59646695943658,-824.3423251402556,-6993.64770318025,-1827.4690802021012,-1.1244774697621889,-3416.8008215283444,-1789.8480015869852,-174.45597538226062
-1693.3639073625814,-2520.6898261161687,-13862.358940180564,-4438.328253761711,-1253.5053197834739,-3360.5355472160204,-0.3290437187700337,-1405.1243927515927
-2056.427389172439,-2910.157965601223,-13079.769662875304,-4125.722300308152,-1501.5865693298845,-2284.174452690816,-1.2005513077272711,-1701.4855371665437
-213.29931421783508,-499.72319407945054,-4433.470247907315,-1572.0012267580375,-6.730885293956545,-3331.116604163316,-1807.867417464319,-166.36790960297924
